Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Employee Statement,Age_status,Salary_status,Gender_status,Department_status,Position_status,Joining Date_status,Performance Score_status,Employee Statement_status,Salary_validated,Gender_validated,Position_validated,Joining Date_validated,Performance Score_validated,Department_validated,Age_validated,Employee Statement_validated,Unnamed: 24,Unnamed: 25
50,65000,Male,HR,Director,05/04/2018,F,"I feel supported in my position, by paying closer attention to details, while handling routine duties.",6,0,6,0,0,0,0,0,,,,,,,,
NULL,65000,Other,IT,Assistant,15/01/2020,B,"I feel supported in my position, by paying closer attention to details, as part of my regular workflow.",5,0,0,0,0,0,0,0,,,,,,,,
NULL,55000,Male,IT,Clerk,05/04/2018,D,Texas,5,0,0,0,0,0,0,7,,,,,,,,
NULL,NULL,Other,Sales,Manager,20/02/2020,D,MA,5,5,0,0,0,6,0,7,,,,,,,,
25,60000,Male,Sales,Manager,05/04/2018,F,"I am developing stronger work habits, because I have learned to communicate more clearly with my team, as I settled into my responsibilities.",6,6,6,0,6,0,0,0,,,,,,,,
50,55000,Male,IT,Assistant,15/01/2020,D,"I am developing stronger work habits, because I have learned to communicate more clearly with my team, while adapting to daily routines.",0,0,6,0,6,0,0,0,,,,,,,,
25,70000,Female,Marketing,Assistant,01/12/2019,C,"I am developing stronger work habits, because I have learned to communicate more clearly with my team, through regular collaboration.",6,6,6,6,0,0,0,0,,,,,,,,
NULL,NULL,Other,HR,Clerk,20/02/2020,F,"I am developing stronger work habits, because I have learned to communicate more clearly with my team, while working on assigned tasks.",5,5,0,0,0,0,0,0,,,,,,,,
50,70000,Male,Finance,Clerk,05/04/2018,A,"I am developing stronger work habits, because I have learned to communicate more clearly with my team, as part of normal operations.",6,6,6,6,0,6,0,0,,,,,,,,
50,NULL,Other,Sales,Director,NULL,B,"I am developing stronger work habits, because I have learned to communicate more clearly with my team, during ongoing work cycles.",0,5,0,0,0,7,0,0,,,,,,,,
40,70000,Other,Finance,Analyst,01/12/2019,B,"I am developing stronger work habits, because I have learned to communicate more clearly with my team, while handling routine duties.",6,6,6,0,0,6,0,0,,,,,,,,
40,55000,Female,Marketing,Clerk,05/04/2018,B,"I am developing stronger work habits, because I have learned to communicate more clearly with my team, as part of my regular workflow.",0,6,6,6,0,6,0,0,,,,,,,,
30,NULL,Female,Sales,Assistant,05/04/2018,C,"I am developing stronger work habits, as I became better at organizing my tasks, over the past months.",0,5,6,0,0,0,0,0,,,,,,,,
35,NULL,Female,Finance,Clerk,20/02/2020,A,"I am developing stronger work habits, as I became better at organizing my tasks, during my time in this role.",0,5,0,0,0,0,0,0,,,,,,,,
40,65000,Female,Marketing,Manager,20/02/2020,F,"I am developing stronger work habits, as I became better at organizing my tasks, as I settled into my responsibilities.",0,6,0,6,0,6,0,0,,,,,,,,
25,65000,Female,HR,Analyst,15/01/2020,F,"I am developing stronger work habits, as I became better at organizing my tasks, while adapting to daily routines.",6,0,6,6,0,6,6,0,,,,,,,,
40,50000,Female,Marketing,Director,01/12/2019,B,"I am developing stronger work habits, as I became better at organizing my tasks, through regular collaboration.",6,0,6,6,0,6,0,0,,,,,,,,
30,70000,Female,Sales,Manager,15/01/2020,A,"I am developing stronger work habits, as I became better at organizing my tasks, while working on assigned tasks.",0,0,6,6,0,0,6,0,,,,,,,,
50,65000,Female,IT,Manager,05/04/2018,A,"I am developing stronger work habits, as I became better at organizing my tasks, as part of normal operations.",0,0,6,0,0,0,0,0,,,,,,,,
30,50000,Male,HR,Analyst,20/02/2020,A,"I am developing stronger work habits, as I became better at organizing my tasks, during ongoing work cycles.",6,0,0,0,0,0,6,0,,,,,,,,
50,65000,Other,Finance,Director,05/04/2018,D,"I am developing stronger work habits, as I became better at organizing my tasks, while handling routine duties.",0,0,6,0,0,0,0,0,,,,,,,,
50,70000,Female,Sales,Assistant,05/04/2018,D,"I am developing stronger work habits, as I became better at organizing my tasks, as part of my regular workflow.",0,6,6,0,0,0,0,0,,,,,,,,
35,NULL,Female,IT,Director,25/03/2019,B,"I am developing stronger work habits, after understanding expectations more clearly, over the past months.",0,5,0,0,0,0,0,0,,,,,,,,
40,60000,Other,Marketing,Clerk,25/03/2019,A,"I am developing stronger work habits, after understanding expectations more clearly, during my time in this role.",0,6,6,6,0,6,6,0,,,,,,,,
25,70000,Male,IT,Manager,05/04/2018,A,"I am developing stronger work habits, after understanding expectations more clearly, as I settled into my responsibilities.",0,6,6,6,0,0,0,0,,,,,,,,
25,55000,Other,Sales,Clerk,20/02/2020,F,"I am developing stronger work habits, after understanding expectations more clearly, while adapting to daily routines.",0,0,0,0,6,0,0,0,,,,,,,,
NULL,65000,Other,Sales,Assistant,05/04/2018,F,"I am developing stronger work habits, after understanding expectations more clearly, through regular collaboration.",5,0,0,0,0,0,0,0,,,,,,,,
50,65000,Female,IT,Clerk,25/03/2019,B,"I am developing stronger work habits, after understanding expectations more clearly, while working on assigned tasks.",0,0,0,6,0,0,0,0,,,,,,,,
25,NULL,Other,Marketing,Director,20/02/2020,A,"I am developing stronger work habits, after understanding expectations more clearly, as part of normal operations.",0,5,0,6,0,0,0,0,,,,,,,,
35,55000,Other,IT,Clerk,05/04/2018,B,"I am developing stronger work habits, after understanding expectations more clearly, during ongoing work cycles.",6,6,6,6,0,6,0,0,,,,,,,,
50,NULL,Female,Sales,Assistant,01/12/2019,F,"I am developing stronger work habits, after understanding expectations more clearly, while handling routine duties.",0,5,6,0,0,6,0,0,,,,,,,,
35,55000,Female,Sales,Assistant,01/12/2019,F,"I am developing stronger work habits, after understanding expectations more clearly, as part of my regular workflow.",0,6,6,6,6,6,0,0,,,,,,,,
25,60000,Female,Finance,Assistant,05/04/2018,D,"I am developing stronger work habits, by improving how I plan my work, over the past months.",0,6,6,6,6,6,6,0,,,,,,,,
25,NULL,Female,Finance,Director,20/02/2020,B,"I am developing stronger work habits, by improving how I plan my work, during my time in this role.",6,7,6,6,0,6,0,0,,,,,,,,
NULL,65000,Other,HR,Assistant,05/04/2018,B,"I am developing stronger work habits, by improving how I plan my work, as I settled into my responsibilities.",5,0,0,0,0,0,0,0,,,,,,,,
25,60000,Other,Sales,Manager,05/04/2018,A,"I am developing stronger work habits, by improving how I plan my work, while adapting to daily routines.",0,0,6,0,0,0,0,0,,,,,,,,
50,50000,Male,Finance,Assistant,25/03/2019,A,"I am developing stronger work habits, by improving how I plan my work, through regular collaboration.",0,0,6,6,0,6,0,0,,,,,,,,
50,NULL,Male,IT,Clerk,01/12/2019,D,"I am developing stronger work habits, by improving how I plan my work, while working on assigned tasks.",6,5,6,0,0,0,0,0,,,,,,,,
50,60000,Other,Marketing,Clerk,25/03/2019,C,"I am developing stronger work habits, by improving how I plan my work, as part of normal operations.",0,0,6,6,0,6,0,0,,,,,,,,
NULL,NULL,Male,IT,Clerk,25/03/2019,C,"I am developing stronger work habits, by improving how I plan my work, during ongoing work cycles.",5,5,0,0,0,0,0,0,,,,,,,,
NULL,70000,Other,Marketing,Director,05/04/2018,C,"I am developing stronger work habits, by improving how I plan my work, while handling routine duties.",5,0,0,0,0,0,0,0,,,,,,,,
25,65000,Male,Finance,Clerk,25/03/2019,B,"I am developing stronger work habits, by improving how I plan my work, as part of my regular workflow.",0,0,6,6,0,6,0,0,,,,,,,,
30,NULL,Female,HR,Director,01/12/2019,B,"I am developing stronger work habits, through experience working with different people, over the past months.",0,5,0,0,6,0,0,0,,,,,,,,
30,55000,Male,IT,Director,25/03/2019,F,"I am developing stronger work habits, through experience working with different people, during my time in this role.",0,0,6,6,0,0,6,0,,,,,,,,
NULL,NULL,Female,IT,Assistant,01/12/2019,B,"I am developing stronger work habits, through experience working with different people, as I settled into my responsibilities.",5,5,0,0,0,0,6,0,,,,,,,,
25,70000,Female,IT,Manager,25/03/2019,B,"I am developing stronger work habits, through experience working with different people, while adapting to daily routines.",6,0,6,6,0,0,0,0,,,,,,,,
30,65000,Female,Marketing,Assistant,01/12/2019,B,"I am developing stronger work habits, through experience working with different people, through regular collaboration.",0,6,6,0,6,0,0,0,,,,,,,,
25,60000,Female,Finance,Assistant,25/03/2019,D,"I am developing stronger work habits, through experience working with different people, while working on assigned tasks.",6,0,6,0,0,6,6,0,,,,,,,,
25,70000,Male,IT,Director,25/03/2019,B,"I am developing stronger work habits, through experience working with different people, as part of normal operations.",6,6,6,6,0,6,0,0,,,,,,,,
25,65000,Other,IT,Director,20/02/2020,A,"I am developing stronger work habits, through experience working with different people, during ongoing work cycles.",6,0,0,0,0,0,0,0,,,,,,,,
40,NULL,Female,HR,Clerk,01/12/2019,A,"I am developing stronger work habits, through experience working with different people, while handling routine duties.",0,5,0,0,0,6,6,0,,,,,,,,
